cluster_id,cluster_keyword,keywords_in_cluster,total_keywords_in_cluster
487,hockey upper deck sp authentic future watch cards,2005 sp authentic future watch rookie autograph #190 alex ovechkin,1
489,hockey upper deck trilogy scripts cards,2006-07 upper deck trilogy scripts wayne gretzky autograph card,1
490,hockey upper deck ultimate cards,2024 ud ultimate lane hutson cole caufield rookie tandem shield patches rc 2/2,1
491,hockey upper deck ultimate collection cards,2024-25 upper deck ultimate collection hockey,1
493,hockey upper deck victory cards,2005 upper deck victory #264 alex ovechkin rookie card,1
494,hockey upper deck young guns cards,2005 upper deck young guns #443 alex ovechkin rookie card,1
496,hockey warrior street hockey starter set cards,"warrior street hockey starter set - 2 37"" sticks and 1 orange street hockey ball",1
497,hockey o-pee-chee cards,2021-22 o-pee-chee alex pietrangelo,1
498,hockey sp authentic cards,2024-25 sp authentic #184 macklin celebrini rc,1
500,lacrosse onit northwestern lacrosse team set cards,2024-25 onit northwestern lacrosse team trading card set,1
501,lacrosse chesterfield youth lacrosse cards,chesterfield youth lacrosse youth lacrosse league,1
502,lacrosse north meets south lacrosse cards,north meets south lacrosse youth lacrosse league,1
503,lacrosse trojan 40 lacrosse cards,trojan 40 lacrosse youth lacrosse league,1
504,magic: the gathering edge of eternities cards,magic: the gathering edge of eternities bundle,1
505,maps brown library sanborn maps for the state of rhode island cards,sanborn maps for the state of rhode island brown library,1
506,miniatures game asmodee star wars x-wing 2nd edition cards,star wars x-wing 2nd edition scum and villainy maneuver dial upgrade kit,1
507,mixed martial arts topps finest cards,2024 topps finest ufc blaster box,1
508,mlb cards,mlb trading cards 2025,1
509,nba cards,nba trading cards 2025,1
510,nfl cards,nfl trading cards 2025,1
511,non-sport magic: the gathering cards,magic: the gathering trading cards,1
512,non-sport pokémon cards,1999 pokémon cards,1
513,non-sports hershey chocolate postcards cards,hershey chocolate postcards,1
515,non-sports american tobacco cards cards,american tobacco cards full book,1
516,non-sports annotated american card catalog cards,1946 annotated american card catalog,1
517,non-sports united states card collector’s catalog cards,1939 united states card collector’s catalog,1
518,one piece ban illustration box cards,ban one piece illustration box 03,1
519,photography mike chervinko historic photographs of the tri-state tornado cards,mike chervinko historic photographs of the tri-state tornado 1925,1
520,pickleball pickleball club of chesterfield county cards,pickleball club of chesterfield county adult pickleball league,1
521,playing cards chicago worlds fair commemorative deck cards,chicago worlds fair commemorative playing cards 1934,1
522,playing cards politicards 96 cards,politicards 96 playing cards,1
523,playing cards varga girls pinup cards cards,varga girls pinup playing cards 1950s,1
525,racing panini national treasures cards,2025 panini national treasures nascar racing,1
527,racing topps chrome formula 1 cards,2024 topps chrome formula 1 racing qualifying lap box,1
528,racing topps eccellenza formula 1 cards,2024 topps eccellenza formula 1 racing hobby box,1
529,racing topps formula 1 lights out cards,2025 topps formula 1 lights out,1
530,racing certified cards,2018 certified racing,1
531,racing prizm cards,2018 prizm racing,1
532,role playing game doctor who cards,doctor who role playing game,1
533,role playing game the adventures of indiana jones cards,the adventures of indiana jones role playing game,1
534,soccer adidas fifa world cup federation home kit cards,fifa world cup 2026 adidas federation home kit,1
536,soccer panini donruss road to qatar cards,2021-22 panini donruss road to qatar soccer,1
537,soccer panini eminence road to the world cup cards,2022 panini eminence road to the world cup soccer,1
538,soccer panini immaculate cards,2024-25 panini immaculate soccer trading card box (hobby international),1
542,soccer panini prizm fifa club world cup cards,2025 panini prizm fifa club world cup,1
544,soccer panini prizm world cup cards,2022 panini prizm world cup soccer cards,1
545,soccer topps chrome uefa club competitions cards,2018/19 topps chrome uefa club competitions soccer hobby box,1
546,soccer topps focus argentina cards,2025 topps focus argentina,1
548,soccer topps uefa cards,topps uefa soccer trading cards,1
549,soccer american international soccer league cards,american international soccer league adult soccer league,1
550,soccer brasileirao cards,1999 brasileirao ronaldinho stickers #130/131 and #139,1
551,soccer craques de ouro cards,1986 craques de ouro romario sticker #119,1
552,soccer esperanza soccer league cards,esperanza soccer league adult soccer league,1
553,soccer f.c. richmond soccer cards,f.c. richmond soccer youth soccer league,1
554,soccer first touch soccer cards,first touch soccer youth soccer league,1
555,soccer grove soccer united cards,grove soccer united youth soccer league,1
556,soccer richmond kickers soccer cards,richmond kickers soccer youth soccer league,1
557,soccer richmond strikers soccer cards,richmond strikers soccer youth soccer league,1
558,soccer witness fc soccer cards,witness fc soccer youth soccer league,1
560,softball onit florida softball team set cards,2024-25 onit florida softball team trading card set,1
561,softball onit lsu softball team set cards,2024-25 onit lsu softball team trading card set,1
562,softball onit oklahoma softball team set cards,2024-25 onit oklahoma softball team trading card set,1
563,softball onit ucla softball team set cards,2024-25 onit ucla softball team trading card set,1
564,softball onit virginia tech softball team set cards,2024-25 onit virginia tech softball team trading card set,1
565,softball chesterfield senior softball association cards,chesterfield senior softball association adult softball league,1
566,softball chesterfield youth softball association cards,chesterfield youth softball association youth softball league,1
567,softball parkway baptist softball league cards,parkway baptist softball league adult softball league,1
568,softball rva senior softball cards,rva senior softball adult softball league,1
569,sport topps cards,topps trading cards,1
570,sports casematix pro edition cards,casematix graded card case pro edition for 120+ bgs psa graded sports trading cards,1
571,sports card cards,cgc cards graded sports card,1
572,sports cards nc collector's roadshow cards,2025 nc collector's roadshow: raleigh sports card,1
573,sports medicine kt tape pro jet black elastic sports tape cards,kt tape 2 pack pro jet black elastic sports tape,1
574,sports memorabilia sports collectors digest cards,sports collectors digest magazine subscription,1
575,tennis topps triumphant cards,2025 topps triumphant tennis,1
576,tennis richmond tennis leagues cards,richmond tennis leagues adult tennis league,1
577,trading card colqu cards,colqu 1000ct card sleeves for trading cards clear penny sleeves,1
578,trading card game asmodee marvel champions lcg cards,marvel champions lcg: green goblin expansion,1
579,trading card game asmodee north america marvel champions cards,marvel champions: the card game,1
581,trading card game bandai one piece cards,bandai one piece trading card game,1
582,trading card game bandai namco one piece cards,5lbs bandai namco one piece tcg cards mixed lot with card game tin box,1
583,trading card game dragon ball super cards,dragon ball super tcg card,1
585,trading card game flesh and blood cards,flesh and blood tcg card,1
586,trading card game hasbro magic the gathering cards,hasbro magic the gathering trading card game,1
587,trading card game kayou my little pony cards,kayou my little pony trading card game 2025 china release,1
588,trading card game konami yu-gi-oh! cards,yu-gi-oh! trading card game,1
590,trading card game magic the gathering alpha cards,1993 magic the gathering mtg alpha black lotus r a auto psa 10 gem mint,1
591,trading card game magic the gathering cards,magic the gathering trading cards,1
592,trading card game magic: the gathering alpha cards,1993 magic: the gathering alpha black lotus cgc 10,1
593,trading card game magic: the gathering cards,magic: the gathering tcg card,1
594,trading card game metazoo cards,metazoo tcg card,1
595,trading card game one piece cards,one piece trading cards,1
596,trading card game pokémon 25th anniversary cards,pokémon 25th anniversary cards,1
598,trading card game pokémon japanese m-p promo cards,2025 pokémon japanese m-p promo,1
599,trading card game pokémon japanese m1l-mega brave cards,2025 pokémon japanese m1l-mega brave lillie’s determination special art rare #91,1
600,trading card game pokémon japanese promo cards,1998 pokémon japanese promo holo illustrator pikachu psa 7 nrmt,1
601,trading card game pokémon japanese sv-promo cards,2022 pokémon japanese sv-promo pikachu scarlet & violet pre-order #1,1
602,trading card game pokémon japanese sv2a- pokémon 151 cards,2023 pokémon japanese sv2a- pokémon 151,1
604,trading card game pokémon jtg en-journey together cards,2025 pokémon jtg en-journey together,1
605,trading card game pokémon korean sv-p promo cards,2025 pokémon korean sv-p promo ditto metamong project ditto qr stamp rally #173,1
606,trading card game pokémon m-p promo cards,2025 pokémon m-p promo pikachu mcdonald’s #20,1
608,trading card game pokémon palafin ex cards,pokemon palafin ex box,1
609,trading card game pokémon pre-en prismatic evolutions cards,2025 pokémon pre-en prismatic evolutions,1
610,trading card game pokémon simplified chinese cbb2 c-gem pack vol 2 cards,2025 pokémon simplified chinese cbb2 c-gem pack vol 2 umbreon #15,1
611,trading card game pokémon svp en-sv black star promo cards,2023 pokémon svp en-sv black star promo pikachu with grey felt hat pokémon van gogh #85,1
612,trading card game pokémon svp-sv black star promo cards,2025 pokémon svp-sv black star promo,1
613,trading card game pokémon sword & shield crown zenith cards,2023 pokémon sword & shield crown zenith,1
614,trading card game pokémon world championships promo cards,2006 pokémon world championships promo no. 2 trainer psa 9 mint,1
616,trading card game pokémon company international pokémon cards,pokémon trading card game,1
617,trading card game ravensburger chapter 4 ursula's return cards,disney lorcana chapter 4 ursula's return illumineer's trove box,1
618,trading card game ravensburger chapter 5 - shimmering skies cards,disney lorcana chapter 5 - shimmering skies trove box,1
619,trading card game ravensburger chapter 6 - azurite sea cards,disney lorcana chapter 6 - azurite sea trove box,1
620,trading card game wizards of the coast magic: the gathering cards,magic: the gathering trading card game,1
621,trading card game craniacs cards,craniacs trading cards 2024,1
623,trading card game mega evolutions cards,pokemon trading card game mega evolutions booster bundle,1
624,trading card game neo genesis cards,pokémon tcg neo genesis,1
625,trading card game scarlet & violet 8.5 prismatic evolutions cards,pokemon scarlet & violet 8.5 prismatic evolutions poster collection,1
626,trading card game scarlet & violet prismatic evolutions cards,pokemon scarlet & violet prismatic evolutions surprise box 6 pack,1
627,trading card game scarlet violet 10.5 white flare cards,pokemon scarlet violet 10.5 white flare 3pk tech sticker collection,1
628,trading card game cards,cgc graded pokémon card,1
629,trading cards cardboard gold card saver 1 cards,card saver 1 semi-rigid trading card holder by cardboard gold,1
630,trading cards cardboard gold card saver 2 cards,card saver 2 semi-rigid trading card holder by cardboard gold,1
631,trading cards cardboard gold card saver 3 cards,card saver 3 semi-rigid trading card holder by cardboard gold,1
632,trading cards cardboard gold card saver 4 cards,card saver 4 semi-rigid trading card holder by cardboard gold,1
633,trading cards cardboard gold card saver 5 cards,card saver 5 semi-rigid trading card holder by cardboard gold,1
634,trading cards cardboard gold perfect fit sleeves for beckett graded cards/slabs cards,perfect fit sleeves for beckett graded cards/slabs by cardboard gold,1
635,trading cards cardboard gold perfect fit sleeves for card saver 1 cards,perfect fit sleeves for card saver 1 by cardboard gold,1
636,trading cards cardboard gold perfect fit sleeves for psa graded cards/slabs cards,perfect fit sleeves for psa graded cards/slabs by cardboard gold,1
637,trading cards cardboard gold super premium card sleeve for standard size trading cards cards,super premium card sleeve for standard size trading cards by cardboard gold,1
638,trading cards cardboard gold super premium card sleeves for thick trading cards cards,super premium card sleeves for thick trading cards by cardboard gold,1
639,trading cards pju cards,"pju 200 card sleeves top loaders 3""x4"" (100 toploaders + 100 penny sleeves)",1
642,vintage sports cards beckett beckett vintage collector cards,beckett vintage collector magazine subscription,1
643,volleyball onit nebraska volleyball team set cards,2024-25 onit nebraska volleyball team trading card set,1
644,volleyball onit penn state volleyball team set cards,2024-25 onit penn state volleyball team trading card set,1
645,wrestling merlin gold series wwf series 2 cards,1992 merlin gold kona crush vs repo man wrestling card wwf summer slam ‘92,1
646,wrestling merlin wwf merlin 4 cards,repo man smash 1992 wwf merlin 4 sticker card,1
647,wrestling topps chrome wwe x cactus jack cards,2025 topps chrome wwe x cactus jack hobby,1
648,wrestling topps finest wwe cards,2025 topps finest wwe,1
649,wrestling topps universe wwe cards,2025 topps universe wwe,1
650,wrestling upper deck sp game used aew cards,2025 sp game used aew,1
651,wrestling wwf cards,wwf wrestling trading cards,1
652,wrestling chesterfield/hopewell youth wrestling league cards,chesterfield/hopewell youth wrestling league youth wrestling league,1
653,yu-gi-oh! retro pack 2 cards,yu-gi-oh! trading card games retro pack 2 unlimited box,1
654,acura rdx cards,2018 acura rdx suv white vin 5j8tb3h51jl010269,1
655,adidas cards,adidas usd gift card,1
656,allen & ginter actresses and celebrities series cards,1887 allen & ginter minnie palmer actresses and celebrities series n60 type 1,1
657,allen & ginter cards,1888 allen & ginter non-baseball cards,1
660,applebee's cards,applebee's usd gift card,1
661,art of rock cards,art of rock concert poster,1
663,bcw 6 drawer graded card catalog cards,6 drawer graded card catalog - black,1
669,bcw standard card sleeves - tab cards,standard card sleeves - tab 100 sleeves per pack,1
670,bcw vinyl 9-pocket page (no.2) cards,vinyl 9-pocket page (no.2) 20 pages per pack,1
672,beckett media graded card price guide cards,2025 beckett graded card price guide #27,1
673,best buy cards,best buy $100 happy holidays snowflakes gift card,1
674,bill graham cards,bill graham concert poster,1
675,bmw 7 series cards,2007 bmw 7 series 4dr blue vin wbahn83577dt76110,1
676,bumblebee tuna cards,bumblebee tuna the rock card,1
677,burger king cards,burger king usd gift card,1
678,cardboard gold card saver 1 cards,cardboard gold card saver 1 50ct pack,1
679,cardboard gold card saver 2 cards,cardboard gold card saver 2 50ct pack,1
680,cardboard gold card saver 3 cards,cardboard gold card saver 3 50ct pack,1
681,cardboard gold card saver 4 cards,cardboard gold card saver 4 50ct pack,1
682,cardboard gold cards,cardboard gold 35pt top loaders for cards 1000 count,1
683,collect-a-card corvette heritage collection 1953–1996 cards,"corvette heritage collection 1953–1996 (collect-a-card, 1996)",1
684,collect-a-card harley-davidson cards,"harley-davidson (collect-a-card, 1992)",1
685,cryptozoic batman: the legend cards,"batman: the legend (cryptozoic, 2013)",1
686,detroit publishing company cards,1899 detroit publishing company cathedral rock la jolla near san diego california no. 6118 postcard,1
687,disney lorcana cards,disney lorcana trading cards,1
688,donruss history book sports edition cards,2025 leaf history book sports edition chapter 2,1
689,donruss magnum p.i. box cards,1983 magnum p.i. box,1
690,donruss metal halloween cards,2025 leaf metal halloween,1
691,donruss score elite cards,1989 score elite,1
692,donruss the dark crystal box cards,1982 the dark crystal box,1
693,donruss tron trading cards box cards,1982 tron trading cards box,1
696,ebay cards,ebay $100 gift card digital,1
697,edito-service auto rally cards,"auto rally (edito-service, 1978)",1
698,elite cards,treveyon henderson 2025 elite #152 base rookie /999,1
700,family dog cards,family dog concert poster,1
701,fleer pac-man candy maze box cards,1981 pac-man candy maze box,1
702,fleer cards,1986 fleer michael jordan,1
703,ford edge cards,2010 ford edge suv white vin 2fmdk3kc4aba03029,1
704,ford f150 cards,2008 ford f150 truck black vin 1ftpw14v68fa99618,1
705,futera cards,futera base card,1
706,g.a.s. trading cards g.a.s. series 1 cards,"g.a.s. series 1 (g.a.s. trading cards, 2021)",1
707,g.a.s. trading cards g.a.s. series 2 cards,"g.a.s. series 2 (g.a.s. trading cards, 2022)",1
708,g.a.s. trading cards nft irl cards,"nft irl (g.a.s. trading cards, 2021-22)",1
709,gallaher group place favors series cards,1930s gallaher group jean harlow place favors series t14 kensitas cigarettes,1
710,grande ballroom cards,grande ballroom concert poster,1
711,heavy trading cards heavy series 1 cards,"heavy series 1 (heavy trading cards, 2022)",1
712,hyundai sonata cards,2013 hyundai sonata 4dr blue vin kmhec4a49da099306,1
713,impel amazing spider-man cards,amazing spider-man 1962-1992 impel,1
715,jeep commander cards,2008 jeep commander suv silver vin 1j8hg48k38c248077,1
716,jeep grand cherokee cards,2011 jeep grand cherokee suv silver vin 1j4rr6gt1bc586204,1
717,kellogg's kellogg's x-men 2 cards,2003 kellogg's x-men 2 bgs collection,1
719,liquid sports cards cards,liquid sports cards shirt 2025,1
720,macy's cards,macy's usd gift card,1
721,marvel marvel universe cards,marvel universe trading cards,1
722,marvel x-men cards,x-men trading cards,1
724,mercedes c class cards,2010 mercedes c class 4dr black vin wddgf5eb7ar112415,1
725,moonalice cards,moonalice concert poster,1
726,mosaic cards,treveyon henderson 2025 mosaic #325 red & white stripe,1
727,neon rose cards,neon rose concert poster,1
729,new era snow realtree collection cards,new era 9forty a-frame snow realtree collection,1
730,new fillmore series cards,new fillmore series concert poster,1
731,newsweek cards,newsweek magazine,1
732,nike cards,nike usd gift card,1
734,nintendo cards,nintendo n64 snes super nintendo (game box) pet protectors - pack of 25,1
735,nordstrom cards,nordstrom usd gift card,1
736,o-pee-chee alf series 1 cards,alf series 1 o-pee-chee,1
737,panini prizm cards,panini prizm limited edition set,1
739,paper chase card co. paper chase series 1 cards,"paper chase series 1 (paper chase card co., 2022)",1
740,playboy cards,playboy magazine,1
741,pokémon charizard ex special collection cards,pokemon charizard ex special collection box,1
742,pokémon elite trainer box cards,pokemon etb elite trainer box w/ sliding lid anti-uv acrylic protector 4.0mm,1
743,pokémon scarlet & violet: destined rivals cards,pokemon scarlet & violet: destined rivals booster box,1
745,pokémon center us cards,fidough plush pokémon center us,1
746,presstine pressti prime cards,presstine pressti prime gaming trading cards,1
748,razer gold cards,razer gold $50 gift card digital,1
749,reader’s digest cards,reader’s digest magazine,1
750,rei co-op cards,rei co-op usd gift card,1
752,select cards,jj mccarthy 2024 select #24 concourse,1
753,siriusxm cards,siriusxm $50 prepaid service code digital,1
754,skybox marvel masterpieces cards,"marvel masterpieces (skybox, 1992)",1
756,souvenir post card company cards,ca. 1905 souvenir post card company greetings from the city of new york postcard,1
757,sports illustrated cards,sports illustrated magazine,1
758,starbucks cards,starbucks usd gift card,1
759,suzuki sv6 cards,2009 suzuki sv6 mc gray vin js1vp53a692101168,1
760,the upper deck company cards,upper deck game-used memorabilia card,1
761,time cards,time magazine,1
762,titanshield cards,"titanshield 3""x4"" platinum quality seamless toploaders top loader sleeves for collectible trading cards 200 ct.",1
763,topps alf series 1 cards,alf series 1 topps,1
764,topps alien movie photo cards box cards,1979 alien movie photo cards box,1
765,topps archives signature series cards,2025 topps archives signature series,1
766,topps batman cards,batman movie trading cards michael keaton,1
768,topps chrome black star wars cards,2022 topps chrome black star wars hobby box,1
770,topps fugenz cards,ucc topps fugenz,1
772,topps mars attack cards,1960s topps mars attack,1
773,topps mars attacks cards,"mars attacks (topps, 1962)",1
774,topps marvel hero attax cards,marvel hero attax trading cards,1
776,topps star trek the motion picture box cards,1979 star trek the motion picture box,1
777,topps star wars cards,1977 topps star wars series 1 trading cards,1
778,topps star wars boba fett cards,2022 topps star wars boba fett hobby box,1
779,topps star wars galaxy chrome cards,2022 topps star wars galaxy chrome pack hobby box,1
780,topps star wars the empire strikes back series 2 box cards,1980 star wars the empire strikes back series 2 box,1
781,topps the black hole movie photo cards box cards,1979 the black hole movie photo cards box,1
782,topps topps blue backs cards,1951 topps blue backs,1
783,topps topps chrome cards,2024 topps chrome refractors,1
784,topps topps desert shield cards,1991 topps desert shield,1
785,topps topps set cards,1967 topps set,1
786,topps wacky packages series 1 box cards,1979 wacky packages series 1 box,1
788,toyota tacoma cards,2006 toyota tacoma tan vin 5tetx22n16z283188,1
789,tracfone cards,tracfone $15 unlimited talk & text plus 1gb 30-day prepaid plan digital delivery,1
790,tv guide cards,tv guide magazine,1
791,u.s. half dollars cards,u.s. 1965-69 half dollars,1
792,u.s. cards,u.s. 1964 & earlier silver coins,1
793,uber cards,uber $200 gift card digital,1
794,ulta beauty cards,ulta beauty usd gift card,1
796,upper deck goodwin champions cards,2024 goodwin champions blaster,1
797,upper deck skybox metal universe batman cards,2025 skybox metal universe batman,1
798,upper deck skybox metal universe champions cards,2024 upper deck skybox metal universe champions blaster box,1
801,valve cards,valve steam wallet $20 gift card,1
802,walgreens cards,walgreens $25 egift card digital,1
803,wizards of the coast magic: the gathering cards,magic: the gathering,1
804,wizards of the coast magic: the gathering alpha cards,1993 magic: the gathering alpha cards,1
805,woodhaven trading cards,3 premium 3000 count card boxes 3-row trading card storage box woodhaven trading,1
807,zest soap cards,1978 zest soap,1
809,alf series 2 cards,alf series 2 u.s. of alf,1
810,alien (movie) cards,alien movie 2017,1
811,aliens (movie) cards,aliens movie 2018,1
812,american silver eagle cards,2025 american silver eagle,1
813,magic: the gathering cards,magic: the gathering 1993 trading cards,1
814,mars attacks cards,1962 mars attacks trading cards,1
816,one piece cards,one piece english trading cards,1
817,one piece 500 years in the future cards,2024 one piece 500 years in the future,1
819,phantasmal flames cards,phantasmal flames booster box,1
820,pokemon cards,pokemon 1998 trading cards,1
821,repo man cards,repo man criterion collection 4k blu-ray ultra hd,1
823,star wars ccg premiere limited cards,1995 star wars ccg premiere limited,1
824,star wars unlimited jump to lightspeed cards,star wars unlimited jump to lightspeed booster box,1
825,t206 cards,t206 honus wagner card,1
826,tahoe cards,2004 chevrolet tahoe suv tan vin 1gnec13z64r314161,1
827,the outer limits cards,1964 the outer limits trading cards,1
828,university of louisville school of medicine yearbook cards,1987 university of louisville school of medicine yearbook,1
